feature,gain
CN,12.881326675415039
WHC,12.292291641235352
leaf_Otu0000077,10.995841026306152
plant_OTU46,10.879719734191895
leaf_Otu0000070,10.834731101989746
leaf_Otu0000010,10.582058906555176
leaf_Otu0000029,9.898331642150879
leaf_Otu0000022,9.594047546386719
leaf_Otu0000042,9.395723342895508
root_Otu0000003,9.150017738342285
plant_richness,8.708208084106445
Calcium,8.00586986541748
plant_OTU67,7.028055667877197
plant_OTU1,6.894842624664307
Phosphore,6.18304967880249
root_Otu0000049,6.0368146896362305
root_Otu0000064,5.9419965744018555
leaf_Otu0000013,5.885809421539307
pH,5.8435444831848145
PPT_sm,5.649923801422119
latitude,4.982525825500488
Elevation,4.94389009475708
PPT_sp,4.772329807281494
PPT_at,4.710698127746582
Nitrogen,4.582459449768066
plant_OTU71,4.308313369750977
plant_Shannon,3.9668891429901123
Magnesium,3.7422688007354736
leaf_Otu0000001,3.662921190261841
plant_OTU100,3.648590087890625
plant_OTU3,3.454233169555664
SOM,3.4272282123565674
leaf_Otu0000002,3.417170286178589
plant_OTU159,3.1442246437072754
plant_OTU143,3.0870490074157715
plant_OTU27,3.032122850418091
Manganese,2.9487645626068115
leaf_Otu0000052,2.835264205932617
leaf_Otu0000004,2.732849597930908
plant_OTU198,2.7071657180786133
plant_OTU88,2.701862096786499
leaf_Otu0000115,2.5098648071289062
plant_OTU65,2.4666223526000977
root_Otu0000016,2.336148738861084
root_Otu0000001,2.179410457611084
leaf_Otu0000074,2.078403949737549
leaf_Otu0000365,2.0602269172668457
plant_OTU114,2.0321898460388184
leaf_Otu0000096,1.9489860534667969
OC,1.9190645217895508
MCMT,1.8814618587493896
plant_OTU7,1.8802977800369263
plant_OTU202,1.8669745922088623
leaf_Otu0000094,1.8589074611663818
root_Otu0000011,1.808394432067871
leaf_Otu0000137,1.7484581470489502
leaf_Otu0000011,1.6386656761169434
leaf_Otu0000093,1.5606003999710083
plant_OTU179,1.427838683128357
root_Otu0000019,1.2808481454849243
leaf_Otu0000012,1.240887999534607
leaf_Otu0000117,1.1752386093139648
root_Otu0000102,1.1733078956604004
Iron,1.1716156005859375
Sodium,1.158902883529663
plant_OTU15,1.1355488300323486
leaf_Otu0000015,1.1034226417541504
leaf_Otu0000038,1.0635592937469482
plant_OTU72,1.0452876091003418
leaf_Otu0000036,1.0353139638900757
